program_name,attempt_number,provider,model,start_time,end_time,duration_seconds,prompt_summary,llm_output,parsed_rf,check_status,counterexample,tokens_used,empty_output_reason
a10,1,openrouter,openai/gpt-5-mini,2026-03-16T00:23:17.408500,2026-03-16T00:23:25.775082,8.366582,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y) + ReLU(y - x)],[ReLU(x - y) + ReLU(y - x)],YES,,1940,
b01,1,openrouter,openai/gpt-5-mini,2026-03-16T00:23:29.197567,2026-03-16T00:23:36.823674,7.626107,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y - 1)],[ReLU(x - y - 1)],NO,"{
  ""x"": 1,
  ""y"": 0
}",2005,
b01,2,openrouter,openai/gpt-5-mini,2026-03-16T00:23:40.970730,2026-03-16T00:23:52.866142,11.895412,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,2357,
b02,1,openrouter,openai/gpt-5-mini,2026-03-16T00:23:56.200424,2026-03-16T00:24:00.980581,4.780157,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1830,
b03noinvassume,1,openrouter,openai/gpt-5-mini,2026-03-16T00:24:04.393018,2026-03-16T00:24:15.244054,10.851036,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,2206,
b03assume,1,openrouter,openai/gpt-5-mini,2026-03-16T00:24:18.421615,2026-03-16T00:24:30.622170,12.200555,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,2171,
b04,1,openrouter,openai/gpt-5-mini,2026-03-16T00:24:34.296580,2026-03-16T00:24:46.184090,11.88751,"vars=['x', 'y', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,2020,
b05,1,openrouter,openai/gpt-5-mini,2026-03-16T00:24:49.554186,2026-03-16T00:25:02.813170,13.258984,"vars=['x', 't', 't1'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,2263,
b06,1,openrouter,openai/gpt-5-mini,2026-03-16T00:25:06.653087,2026-03-16T00:25:15.510229,8.857142,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,1978,
b07,1,openrouter,openai/gpt-5-mini,2026-03-16T00:25:19.140884,2026-03-16T00:25:24.844253,5.703369,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - z) + ReLU(y - z)],[ReLU(x - z) + ReLU(y - z)],YES,,1949,
b09noinvassume,1,openrouter,openai/gpt-5-mini,2026-03-16T00:25:28.449279,2026-03-16T00:25:35.396455,6.947176,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*x)],[ReLU(1*x)],YES,,2099,
b09assume,1,openrouter,openai/gpt-5-mini,2026-03-16T00:25:38.851995,2026-03-16T00:25:44.588181,5.736186,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,1974,
b10,1,openrouter,openai/gpt-5-mini,2026-03-16T00:25:49.595142,2026-03-16T00:26:04.452092,14.85695,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + y)],[ReLU(x + y)],YES,,2172,
b11,1,openrouter,openai/gpt-5-mini,2026-03-16T00:26:08.225200,2026-03-16T00:26:15.755704,7.530504,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + y)],[ReLU(x + y)],YES,,2217,
b12,1,openrouter,openai/gpt-5-mini,2026-03-16T00:26:19.614512,2026-03-16T00:26:32.662666,13.048154,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",YES,,2411,
b13,1,openrouter,openai/gpt-5-mini,2026-03-16T00:26:36.268967,2026-03-16T00:26:42.714876,6.445909,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - z) + ReLU(y - z)],[ReLU(x - z) + ReLU(y - z)],YES,,2094,
b14,1,openrouter,openai/gpt-5-mini,2026-03-16T00:26:46.103138,2026-03-16T00:27:07.189888,21.08675,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",YES,,2721,
b15,1,openrouter,openai/gpt-5-mini,2026-03-16T00:27:11.351503,2026-03-16T00:27:34.452418,23.100915,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y - z)],[ReLU(y - z)],YES,,3284,
b16,1,openrouter,openai/gpt-5-mini,2026-03-16T00:27:38.501771,2026-03-16T00:27:57.085329,18.583558,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - 1), ReLU(y)]","[ReLU(x - 1), ReLU(y)]",NO,"{
  ""x"": 1,
  ""y"": 0
}",2796,
b16,2,openrouter,openai/gpt-5-mini,2026-03-16T00:28:02.414747,2026-03-16T00:28:14.595789,12.181042,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",YES,,2684,
b17,1,openrouter,openai/gpt-5-mini,2026-03-16T00:28:18.359962,2026-03-16T00:28:33.837795,15.477833,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - z), ReLU(y - z)]","[ReLU(x - z), ReLU(y - z)]",YES,,2549,
b18,1,openrouter,openai/gpt-5-mini,2026-03-16T00:28:37.817393,2026-03-16T00:28:46.381311,8.563918,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x) + ReLU(y)],[ReLU(x) + ReLU(y)],YES,,2122,
c01noinv,1,openrouter,openai/gpt-5-mini,2026-03-16T00:28:50.373816,2026-03-16T00:29:12.031856,21.65804,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(x - y)]","[ReLU(x + 1), ReLU(x - y)]",YES,,3220,
c01assume,1,openrouter,openai/gpt-5-mini,2026-03-16T00:29:15.922348,2026-03-16T00:29:28.429032,12.506684,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0,
  ""y"": 0
}",2346,
c01assume,2,openrouter,openai/gpt-5-mini,2026-03-16T00:29:32.166371,2026-03-16T00:29:47.197674,15.031303,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0,
  ""y"": 0
}",2746,
c01assume,3,openrouter,openai/gpt-5-mini,2026-03-16T00:29:50.811664,2026-03-16T00:30:21.410811,30.599147,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(x - y)]","[ReLU(x + 1), ReLU(x - y)]",YES,,4045,
c02,1,openrouter,openai/gpt-5-mini,2026-03-16T00:30:25.144698,2026-03-16T00:30:38.256550,13.111852,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x+1)],[ReLU(x+1)],NO,"{
  ""x"": 1,
  ""y"": 0
}",2370,
c02,2,openrouter,openai/gpt-5-mini,2026-03-16T00:30:42.079134,2026-03-16T00:31:07.508503,25.429369,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(x - y)]","[ReLU(x), ReLU(x - y)]",YES,,3642,
c03,1,openrouter,openai/gpt-5-mini,2026-03-16T00:31:11.194991,2026-03-16T00:31:31.200971,20.00598,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y - x + 2147483647 - z)],[ReLU(y - x + 2147483647 - z)],YES,,2556,
c07,1,openrouter,openai/gpt-5-mini,2026-03-16T00:31:34.850672,2026-03-16T00:31:53.168786,18.318114,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - -2147483648)],[ReLU(k - -2147483648)],ERROR,,2730,
c07,2,openrouter,openai/gpt-5-mini,2026-03-16T00:31:56.069057,2026-03-16T00:32:19.895827,23.82677,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - -2147483648)],[ReLU(k - -2147483648)],ERROR,,3205,
c07,3,openrouter,openai/gpt-5-mini,2026-03-16T00:32:23.462539,2026-03-16T00:33:00.568162,37.105623,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - (-2147483648))],[ReLU(k - (-2147483648))],ERROR,,4321,
c07,4,openrouter,openai/gpt-5-mini,2026-03-16T00:33:03.322547,2026-03-16T00:33:45.097274,41.774727,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - -2147483648)],[ReLU(k - -2147483648)],ERROR,,4492,
c07,5,openrouter,openai/gpt-5-mini,2026-03-16T00:33:47.856376,2026-03-16T00:34:20.787796,32.93142,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k + 2147483648)],[ReLU(k + 2147483648)],ERROR,,3689,
c07,6,openrouter,openai/gpt-5-mini,2026-03-16T00:34:23.598891,2026-03-16T00:34:57.810656,34.211765,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - -2147483648)],[ReLU(k - -2147483648)],ERROR,,4241,
c07,7,openrouter,openai/gpt-5-mini,2026-03-16T00:35:00.668920,2026-03-16T00:35:29.698663,29.029743,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k + 2147483648)],[ReLU(k + 2147483648)],ERROR,,3649,
c07,8,openrouter,openai/gpt-5-mini,2026-03-16T00:35:32.751785,2026-03-16T00:35:47.183995,14.43221,"vars=['i', 'j', 'k', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k + 2147483647)],[ReLU(k + 2147483647)],YES,,2637,
c08,1,openrouter,openai/gpt-5-mini,2026-03-16T00:35:50.421442,2026-03-16T00:36:05.978414,15.556972,"vars=['i', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i+1), ReLU(i-j)]","[ReLU(i+1), ReLU(i-j)]",YES,,2649,
ex3a,1,openrouter,openai/gpt-5-mini,2026-03-16T00:36:09.627544,2026-03-16T00:36:20.758692,11.131148,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(100 - 1*x)],[ReLU(100 - 1*x)],YES,,2115,
ex3b,1,openrouter,openai/gpt-5-mini,2026-03-16T00:36:24.794022,2026-03-16T00:36:37.101558,12.307536,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y - x)],[ReLU(y - x)],YES,,2083,
javaAG313,1,openrouter,openai/gpt-5-mini,2026-03-16T00:36:41.610473,2026-03-16T00:36:52.848401,11.237928,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,2026,
javaBreak,1,openrouter,openai/gpt-5-mini,2026-03-16T00:36:56.162741,2026-03-16T00:37:05.851860,9.689119,"vars=['i', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(11 - i)],[ReLU(11 - i)],YES,,2118,
javaContinue1,1,openrouter,openai/gpt-5-mini,2026-03-16T00:37:09.138340,2026-03-16T00:37:21.487818,12.349478,"vars=['i', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(20 - i)],[ReLU(20 - i)],YES,,2146,
javaNested,1,openrouter,openai/gpt-5-mini,2026-03-16T00:37:24.735932,2026-03-16T00:37:44.816598,20.080666,"vars=['i', 'j', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10 - 1*i), ReLU(12 - 1*j)]","[ReLU(10 - 1*i), ReLU(12 - 1*j)]",YES,,2920,
